loan_amount,rate_of_interest,Upfront_charges,term,property_value,Credit_Score,income,open_credit,Neg_ammortization,interest_only,lump_sum_payment,age,Region,business_or_commercial,occupancy_type,Secured_by,Status
206500,4.125,6930.0,360.0,408000.0,863,4680.0,0,0,0,0,5,2,0,0,0,0
236500,4.49,2932.1,360.0,278000.0,886,5160.0,0,0,0,0,3,1,1,0,0,0
456500,3.5,0.0,360.0,518000.0,726,8820.0,0,0,0,0,2,1,0,0,0,0
356500,4.99,8840.75,360.0,508000.0,584,5760.0,0,0,0,0,5,0,0,0,0,0
236500,3.99,2596.45,360.0,308000.0,595,5280.0,0,1,0,0,5,0,0,0,0,1
326500,4.99,2596.45,360.0,398000.0,714,3960.0,0,0,0,0,6,0,0,0,0,0
306500,3.875,675.21,360.0,338000.0,816,2760.0,0,0,0,0,5,1,0,0,0,0
546500,3.625,15113.54,360.0,958000.0,518,6300.0,0,0,0,0,5,0,0,0,0,0
586500,3.375,10364.0,360.0,988000.0,695,5280.0,0,0,0,0,5,1,0,0,0,0
656500,4.5,2776.32,360.0,1258000.0,662,8700.0,0,0,0,0,2,1,0,0,0,0
486500,4.0,0.0,360.0,868000.0,726,5340.0,0,0,0,0,1,1,0,0,0,0
176500,3.99,6118.29,360.0,258000.0,718,5640.0,0,0,0,0,2,1,0,0,0,0
406500,3.875,823.56,360.0,508000.0,672,11700.0,0,0,0,0,2,2,0,0,0,0
126500,4.375,2271.97,96.0,258000.0,752,4920.0,0,0,0,0,5,1,0,0,0,0
496500,4.625,0.0,360.0,618000.0,620,12600.0,0,0,0,0,1,0,0,0,0,0
146500,3.99,2596.45,360.0,248000.0,663,2700.0,0,1,0,0,4,1,1,0,0,1
126500,3.49,4207.2,360.0,148000.0,654,3720.0,0,0,0,0,5,2,0,0,0,0
386500,3.875,4152.5,360.0,888000.0,806,3840.0,0,0,0,0,3,0,0,0,0,0
616500,4.5,1765.13,360.0,888000.0,569,11940.0,0,0,0,0,3,1,0,0,0,0
726500,3.99,2596.45,360.0,1228000.0,698,11760.0,0,1,0,0,2,0,0,0,0,1
496500,3.375,0.0,360.0,548000.0,836,5760.0,0,0,1,0,5,2,0,0,0,0
596500,3.25,5799.68,360.0,608000.0,530,5940.0,0,1,0,0,2,1,0,0,0,0
216500,3.99,2596.45,180.0,478000.0,662,19500.0,0,0,0,0,4,0,0,0,0,1
546500,3.99,2596.45,360.0,688000.0,785,14760.0,0,1,0,0,4,1,0,0,0,1
456500,3.875,6851.89,360.0,578000.0,708,7680.0,0,0,0,0,3,1,0,0,0,0
246500,3.99,2596.45,360.0,418000.0,520,7560.0,0,0,0,0,4,2,0,0,0,1
256500,3.25,2596.45,360.0,328000.0,576,5640.0,0,0,0,0,6,0,0,0,0,0
566500,3.99,2596.45,360.0,418000.0,526,6000.0,0,0,0,0,2,0,0,0,0,1
86500,3.99,2596.45,360.0,88000.0,713,6060.0,0,1,0,0,5,2,1,0,0,1
356500,3.75,11464.16,360.0,598000.0,565,2760.0,0,0,0,0,6,0,0,0,0,0
676500,5.0,187.5,360.0,1778000.0,714,8760.0,0,0,0,0,3,0,0,2,0,0
256500,3.99,2596.45,360.0,348000.0,812,7260.0,0,0,0,0,3,0,0,2,0,1
126500,3.99,2596.45,360.0,418000.0,654,1920.0,0,0,0,0,4,1,1,0,0,1
376500,3.5,5176.31,360.0,468000.0,510,4440.0,0,0,0,0,3,0,0,0,0,0
886500,3.99,5504.6,360.0,1108000.0,564,13980.0,0,0,0,1,1,0,0,0,0,0
306500,4.75,0.0,324.0,658000.0,611,4800.0,0,1,0,0,3,1,0,0,0,0
76500,3.875,2596.45,180.0,228000.0,628,5340.0,0,0,0,0,5,0,0,0,0,0
416500,3.99,2596.45,360.0,418000.0,501,15960.0,0,0,1,0,2,1,0,0,0,1
516500,3.75,0.0,360.0,868000.0,642,11040.0,0,0,0,0,2,0,0,0,0,0
226500,4.99,2090.31,360.0,298000.0,870,5820.0,0,0,0,0,2,0,0,2,0,0
156500,4.875,806.0,360.0,238000.0,730,6600.0,0,0,0,0,5,1,0,1,0,0
266500,2.99,318.58,360.0,298000.0,639,5760.0,0,0,0,0,1,0,1,0,0,0
596500,4.375,8208.75,360.0,788000.0,839,11100.0,0,0,0,0,1,0,0,0,0,0
196500,3.99,5574.5,360.0,298000.0,587,2580.0,0,0,0,0,6,1,0,0,0,0
296500,3.99,2596.45,360.0,408000.0,575,3240.0,0,0,0,0,4,0,1,0,0,1
706500,3.99,0.0,360.0,788000.0,800,15780.0,0,1,1,0,3,1,0,0,0,0
616500,3.375,0.0,360.0,628000.0,872,5760.0,0,0,0,0,1,1,1,0,0,0
336500,4.25,679.5,360.0,378000.0,743,4020.0,0,0,0,0,4,1,0,0,0,0
116500,3.99,2570.0,240.0,198000.0,729,4860.0,0,0,0,0,4,1,0,0,0,0
206500,3.99,2596.45,360.0,278000.0,876,5280.0,0,1,0,0,2,1,0,0,0,1
286500,3.625,2596.45,360.0,358000.0,621,11280.0,0,0,0,0,3,1,0,0,0,0
556500,3.99,2596.45,360.0,418000.0,611,12960.0,0,0,0,0,3,1,1,0,0,1
406500,3.375,0.0,360.0,498000.0,580,5760.0,0,0,0,0,1,1,0,0,0,0
376500,4.25,4712.5,360.0,678000.0,500,15720.0,0,0,0,0,4,0,0,0,0,0
276500,5.19,698.88,360.0,308000.0,642,5340.0,0,0,1,0,3,1,0,0,0,0
336500,3.375,696.19,360.0,518000.0,578,6540.0,0,0,0,0,2,0,0,0,0,0
266500,3.625,968.55,336.0,348000.0,566,6120.0,0,0,0,0,2,0,0,0,0,0
656500,4.25,3496.0,360.0,1538000.0,808,8580.0,0,0,0,0,4,0,0,0,0,0
196500,3.875,4435.0,180.0,248000.0,737,10320.0,0,0,0,0,4,1,0,0,0,0
186500,3.99,2596.45,132.0,368000.0,811,5640.0,0,1,0,0,4,1,0,0,0,1
346500,3.99,4720.0,360.0,508000.0,801,14100.0,0,0,0,0,3,0,0,0,0,0
386500,3.5,0.0,360.0,658000.0,774,7620.0,0,0,0,0,5,0,0,0,0,0
326500,3.99,2596.45,360.0,508000.0,717,6240.0,0,0,0,0,2,0,0,0,0,1
476500,3.5,4238.04,360.0,538000.0,771,5460.0,0,0,0,0,1,1,0,0,0,0
856500,3.99,2596.45,180.0,1078000.0,596,33900.0,0,0,0,0,3,0,0,0,0,1
266500,4.99,1250.0,360.0,368000.0,540,5340.0,0,0,0,0,4,0,0,0,0,0
86500,4.375,3020.68,360.0,88000.0,865,2820.0,0,0,0,0,3,1,0,0,0,0
176500,5.25,286.77,360.0,178000.0,562,3540.0,0,1,0,0,2,1,1,0,0,0
206500,3.625,2459.0,180.0,468000.0,536,7020.0,0,0,0,0,3,0,0,2,0,0
176500,3.99,5720.0,360.0,228000.0,710,2760.0,0,0,0,0,4,3,0,0,0,0
416500,3.99,2596.45,360.0,418000.0,652,0.0,0,0,1,0,4,0,1,0,0,1
286500,4.99,5856.0,360.0,368000.0,756,7440.0,0,1,0,0,2,1,0,0,0,0
186500,3.99,2596.45,360.0,418000.0,568,3960.0,0,0,0,0,4,0,0,0,0,1
226500,3.99,2596.45,360.0,418000.0,875,7200.0,0,0,0,0,3,0,0,2,0,1
516500,3.625,0.0,360.0,658000.0,781,8220.0,0,0,0,0,3,0,0,0,0,0
106500,3.99,2596.45,360.0,418000.0,875,4500.0,0,0,0,0,6,0,0,0,0,1
316500,3.99,5515.94,360.0,368000.0,648,10500.0,0,0,0,0,1,2,0,0,0,0
216500,3.99,2596.45,360.0,228000.0,610,5760.0,0,1,0,0,5,1,0,0,0,1
186500,3.99,2596.45,360.0,208000.0,781,2280.0,0,0,0,0,5,0,1,0,0,1
696500,4.0,0.0,360.0,758000.0,602,10440.0,0,0,0,0,1,1,0,0,0,0
176500,3.875,7607.5,360.0,178000.0,713,3240.0,0,0,0,0,2,1,0,0,0,0
426500,3.6,0.0,360.0,2408000.0,770,16620.0,0,0,0,0,4,0,0,0,0,0
306500,3.99,2596.45,360.0,368000.0,601,6240.0,0,0,0,0,4,0,0,0,0,1
256500,3.25,0.0,360.0,258000.0,537,5760.0,0,0,0,0,3,1,1,0,0,0
226500,3.99,2596.45,120.0,418000.0,698,18180.0,0,0,0,1,4,0,0,2,0,1
256500,4.5,4996.76,240.0,438000.0,615,8460.0,0,0,0,0,3,0,0,0,0,0
116500,4.625,3294.79,360.0,408000.0,714,3660.0,0,0,0,0,4,1,0,0,0,0
326500,3.99,0.0,360.0,388000.0,856,5760.0,0,0,1,0,5,0,1,0,0,0
256500,3.99,2596.45,360.0,418000.0,826,8700.0,0,0,0,1,3,1,0,0,0,1
326500,4.625,5356.0,360.0,418000.0,568,8880.0,0,0,0,0,2,1,0,0,0,0
616500,3.375,1096.68,360.0,1288000.0,854,8100.0,0,0,0,0,1,1,1,0,0,0
436500,3.99,2596.45,360.0,418000.0,663,4680.0,0,0,0,0,2,1,0,0,0,1
126500,3.5,4485.94,360.0,168000.0,592,1920.0,0,0,0,0,5,2,0,0,0,0
456500,3.99,2596.45,360.0,418000.0,684,4200.0,0,0,0,0,1,1,0,0,0,1
56500,4.49,1401.09,360.0,228000.0,634,1620.0,0,0,0,0,4,1,1,0,0,0
316500,3.5,5433.75,360.0,348000.0,756,3960.0,0,0,0,0,3,2,0,0,0,0
346500,3.99,2596.45,360.0,418000.0,736,8340.0,0,0,0,0,1,2,0,0,0,1
206500,3.99,7157.69,360.0,268000.0,767,2400.0,0,0,0,0,5,0,0,0,0,0
166500,4.25,4527.74,360.0,288000.0,753,2880.0,0,0,0,0,3,1,0,0,0,0
466500,3.99,2596.45,360.0,538000.0,520,4440.0,0,0,0,0,2,0,0,0,0,1
456500,3.99,2596.45,360.0,558000.0,592,5460.0,0,0,0,0,6,1,0,0,0,1
186500,4.875,2057.91,300.0,208000.0,828,3960.0,0,1,0,0,4,1,0,0,0,0
286500,3.25,9781.35,180.0,398000.0,853,5880.0,0,0,0,0,2,0,0,0,0,0
186500,4.875,3218.27,360.0,318000.0,560,4920.0,0,0,0,0,3,0,0,0,0,0
706500,3.99,2596.45,360.0,868000.0,847,15720.0,0,0,0,1,2,1,0,0,0,1
256500,6.24,2596.45,360.0,2758000.0,573,18000.0,1,0,1,0,5,1,0,0,0,0
426500,3.99,2596.45,360.0,488000.0,653,6120.0,0,0,0,0,3,1,0,0,0,1
236500,4.56,3550.0,360.0,358000.0,769,3900.0,0,0,0,0,4,1,0,0,0,0
136500,4.5,0.0,360.0,168000.0,876,2940.0,0,0,0,0,5,1,1,0,0,0
516500,3.65,0.0,360.0,868000.0,667,14160.0,0,0,0,0,6,0,0,0,0,0
486500,4.5,0.0,360.0,918000.0,759,12000.0,0,0,0,0,3,1,0,0,0,0
436500,3.99,2596.45,360.0,458000.0,658,6240.0,0,0,0,0,2,0,1,0,0,1
506500,3.99,2596.45,360.0,638000.0,715,6180.0,0,0,0,0,4,0,1,0,0,1
136500,3.875,3325.16,180.0,158000.0,807,6840.0,0,0,0,0,4,1,0,0,0,0
546500,4.25,1769.48,360.0,1728000.0,571,8580.0,0,1,0,0,1,0,0,0,0,0
606500,4.25,7254.1,360.0,768000.0,734,8400.0,0,0,0,0,4,1,0,0,0,0
406500,3.875,8322.44,360.0,448000.0,511,7860.0,0,0,0,0,2,1,0,0,0,0
146500,4.25,135.8,360.0,158000.0,743,2760.0,0,0,0,0,3,1,1,0,0,0
156500,3.99,2596.45,360.0,238000.0,767,2460.0,0,0,0,0,4,1,0,0,0,1
386500,3.75,14502.5,360.0,548000.0,834,4860.0,0,0,0,0,4,1,0,0,0,0
336500,4.125,5797.5,240.0,588000.0,875,5760.0,0,0,0,0,4,1,0,0,0,0
666500,4.56,0.0,360.0,1108000.0,734,10140.0,0,0,0,0,3,0,0,2,0,0
66500,3.99,2596.45,180.0,188000.0,891,2460.0,0,0,0,0,3,0,1,0,0,1
266500,3.99,2596.45,360.0,458000.0,537,3360.0,0,0,0,0,5,0,0,0,0,1
716500,3.0,5954.31,360.0,958000.0,840,5760.0,0,0,0,0,3,0,0,0,0,0
96500,3.9,248.75,360.0,668000.0,892,3780.0,0,0,0,0,6,1,0,0,0,0
336500,3.25,2289.87,360.0,478000.0,644,5760.0,0,0,0,0,5,1,0,0,0,0
526500,3.875,0.0,360.0,878000.0,606,8040.0,0,0,0,0,2,1,0,0,0,0
366500,3.75,6300.0,360.0,608000.0,889,7200.0,0,0,0,0,3,1,0,0,0,0
416500,3.5,10558.25,360.0,588000.0,841,5820.0,0,0,0,0,3,1,0,0,0,0
376500,3.25,3302.79,240.0,548000.0,696,8640.0,0,0,1,0,2,1,0,0,0,0
266500,3.99,2596.45,360.0,418000.0,764,2940.0,0,0,0,0,6,0,0,0,0,1
166500,3.625,6133.66,180.0,268000.0,789,3120.0,0,1,0,0,4,1,0,0,0,0
206500,3.99,2596.45,360.0,398000.0,507,0.0,0,0,0,0,2,1,0,0,0,1
456500,3.25,2411.91,360.0,468000.0,760,7320.0,0,0,0,0,2,1,1,0,0,0
376500,3.625,0.0,360.0,628000.0,616,8100.0,0,0,0,0,1,1,0,0,0,0
656500,3.75,4613.75,360.0,748000.0,551,10140.0,0,0,0,0,2,0,0,0,0,0
206500,3.99,2596.45,240.0,338000.0,608,5700.0,0,0,0,1,3,1,0,0,0,1
156500,3.625,3937.36,180.0,228000.0,563,3960.0,0,0,0,0,4,0,0,0,0,0
226500,3.99,2596.45,360.0,268000.0,773,6180.0,0,0,0,0,3,1,1,0,0,1
106500,4.25,2750.0,360.0,238000.0,645,1260.0,0,0,0,0,4,0,0,0,0,0
566500,3.99,2596.45,360.0,768000.0,528,6600.0,0,0,0,0,1,0,0,0,0,1
626500,3.75,7255.93,360.0,778000.0,755,10980.0,0,0,0,0,3,0,0,0,0,0
446500,3.99,2596.45,360.0,418000.0,738,9960.0,0,0,0,0,1,1,0,0,0,1
436500,3.75,3650.0,336.0,678000.0,870,10080.0,0,0,0,0,1,0,0,0,0,0
556500,4.375,0.0,360.0,808000.0,650,8580.0,0,0,0,0,3,1,0,0,0,0
216500,4.99,2366.5,360.0,228000.0,766,3600.0,0,0,0,0,1,1,0,0,0,0
206500,4.75,4104.6,360.0,218000.0,596,4440.0,0,1,0,0,4,1,0,0,0,0
486500,3.99,2596.45,240.0,418000.0,632,16980.0,0,0,0,1,4,0,0,0,0,1
426500,3.625,1944.33,360.0,438000.0,686,5340.0,0,0,0,0,1,2,1,0,0,0
286500,4.375,5922.28,360.0,418000.0,890,4140.0,0,0,0,0,5,1,0,0,0,0
606500,4.0,1925.0,360.0,958000.0,779,19500.0,0,1,0,0,3,0,0,0,0,0
726500,3.99,2596.45,300.0,1108000.0,775,5880.0,0,1,0,0,4,1,0,2,0,1
536500,4.625,5301.0,360.0,978000.0,803,16920.0,0,0,0,0,3,1,0,2,0,0
346500,3.99,2596.45,360.0,368000.0,829,3600.0,0,0,0,0,2,1,0,0,0,1
176500,3.99,3650.55,360.0,248000.0,890,6240.0,0,0,0,0,4,2,0,0,0,0
166500,3.5,0.0,180.0,268000.0,590,5760.0,0,0,0,0,3,0,0,0,0,0
326500,3.99,2596.45,132.0,418000.0,900,12900.0,0,0,0,1,5,0,0,0,0,1
556500,3.875,0.0,360.0,748000.0,899,6240.0,0,0,0,0,3,0,0,0,0,0
186500,3.75,785.25,360.0,188000.0,860,5400.0,0,0,0,0,3,1,1,0,0,0
696500,3.75,0.0,360.0,1308000.0,802,8940.0,0,1,0,0,4,1,0,0,0,0
216500,3.99,2596.45,360.0,418000.0,626,10680.0,0,0,0,0,3,1,1,0,0,1
416500,3.99,2596.45,180.0,418000.0,726,30720.0,0,1,0,0,6,1,0,0,0,1
126500,4.99,2250.0,360.0,268000.0,668,2520.0,0,0,0,0,4,0,0,0,0,0
156500,4.75,5610.0,360.0,208000.0,588,5280.0,0,0,0,0,3,0,0,2,0,0
416500,3.875,4865.94,360.0,438000.0,878,6300.0,0,0,0,0,4,0,0,0,0,0
536500,3.99,59.07,360.0,728000.0,866,8160.0,0,0,0,0,1,0,0,0,0,0
176500,3.99,2596.45,360.0,758000.0,770,4500.0,0,0,0,1,4,1,0,2,0,1
186500,4.5,3906.57,360.0,348000.0,516,1680.0,0,0,0,0,5,0,0,0,0,0
86500,3.99,2596.45,360.0,118000.0,899,4020.0,0,0,0,0,4,0,1,0,0,1
346500,4.375,584.53,360.0,588000.0,827,2940.0,0,0,0,0,5,0,0,0,0,0
326500,4.875,350.0,360.0,418000.0,810,5580.0,0,0,0,0,5,1,0,0,0,0
306500,3.875,4217.5,360.0,328000.0,740,9000.0,0,0,0,0,5,1,0,0,0,0
146500,3.99,2596.45,360.0,148000.0,643,4680.0,0,0,0,0,3,0,1,0,0,1
106500,4.99,2348.75,360.0,558000.0,554,2280.0,0,0,0,0,4,0,0,0,0,0
356500,4.99,3986.5,360.0,668000.0,870,3120.0,0,0,0,0,4,1,0,2,0,0
556500,4.0,1099.47,360.0,588000.0,596,12900.0,0,0,0,0,2,1,0,0,0,0
276500,3.625,1482.2,300.0,318000.0,879,3420.0,0,0,0,0,1,1,0,0,0,0
156500,3.99,3195.0,180.0,208000.0,635,7560.0,0,1,0,0,4,1,0,0,0,0
606500,3.99,6040.0,360.0,1278000.0,702,8280.0,0,0,0,0,2,1,0,0,0,0
246500,4.99,0.0,276.0,308000.0,807,6720.0,0,0,0,0,2,1,0,0,0,0
216500,3.5,3153.29,360.0,298000.0,859,3360.0,0,0,0,0,2,0,1,0,0,0
236500,3.5,4741.25,360.0,398000.0,793,4560.0,0,0,0,0,3,0,0,0,0,0
386500,3.25,5986.47,360.0,398000.0,861,12540.0,0,0,0,0,3,1,1,0,0,0
246500,4.375,0.0,360.0,248000.0,713,4980.0,0,0,0,0,1,0,1,0,0,0
376500,4.875,0.0,360.0,448000.0,636,4740.0,0,1,0,0,2,1,0,0,0,0
226500,3.99,4015.63,360.0,298000.0,550,3720.0,0,0,0,0,6,0,0,0,0,0
736500,3.625,0.0,360.0,878000.0,678,5760.0,0,0,0,0,3,1,1,0,0,0
286500,4.375,0.0,360.0,498000.0,892,3540.0,0,0,0,0,4,0,0,0,0,0
266500,4.56,3575.0,300.0,388000.0,687,4260.0,0,0,0,0,5,0,0,0,0,0
186500,4.25,3950.18,360.0,258000.0,757,4140.0,0,0,0,0,2,0,0,0,0,0
216500,3.875,5835.75,324.0,258000.0,843,5340.0,0,0,0,0,1,0,0,0,0,0
296500,3.99,2596.45,360.0,458000.0,566,4620.0,0,0,0,0,6,0,0,0,0,1
736500,4.99,2225.0,360.0,868000.0,762,11280.0,0,0,0,0,4,1,1,0,0,0
536500,4.25,9850.25,360.0,938000.0,610,5520.0,0,0,0,0,4,0,0,0,0,0
166500,4.625,2882.97,360.0,228000.0,532,3660.0,0,1,0,0,4,0,1,0,0,0
286500,3.975,0.0,360.0,2088000.0,591,5880.0,0,1,0,0,5,1,0,0,0,0
356500,3.99,2596.45,360.0,498000.0,634,3840.0,0,0,0,0,5,1,1,0,0,1
386500,3.99,2596.45,360.0,398000.0,613,6240.0,0,1,0,0,2,1,0,0,0,1
486500,4.25,2188.06,360.0,728000.0,620,12060.0,0,0,0,0,3,1,0,0,0,0
396500,4.375,0.0,180.0,548000.0,810,6120.0,0,0,0,0,3,1,0,0,0,0
106500,4.125,3417.19,180.0,138000.0,566,3120.0,0,0,0,0,4,1,0,0,0,0
196500,3.5,5793.13,180.0,238000.0,700,3300.0,0,0,0,0,4,1,0,0,0,0
216500,3.125,2596.45,180.0,348000.0,728,10620.0,0,0,0,0,4,0,0,0,0,0
366500,4.99,0.0,360.0,408000.0,735,9480.0,0,0,0,0,2,0,0,0,0,0
286500,4.5,9530.0,360.0,358000.0,586,4980.0,0,0,0,0,6,0,0,0,0,0
106500,3.99,2596.45,360.0,418000.0,555,3420.0,0,0,0,1,5,1,0,0,0,1
86500,4.75,3007.25,360.0,98000.0,673,2460.0,0,0,0,0,1,0,0,0,0,0
166500,5.125,1057.55,360.0,178000.0,759,4440.0,0,0,0,0,1,0,0,0,0,0
236500,3.99,2596.45,360.0,418000.0,733,2940.0,0,0,0,0,3,0,0,0,0,1
266500,3.99,2596.45,360.0,418000.0,899,4860.0,0,1,0,0,4,0,0,0,0,1
696500,3.99,2596.45,360.0,858000.0,576,7080.0,0,0,0,0,2,1,0,0,0,1
416500,3.625,10095.31,240.0,558000.0,741,12840.0,0,0,0,0,2,1,0,0,0,0
146500,4.5,3775.0,360.0,568000.0,732,6060.0,0,0,0,0,3,0,0,0,0,0
166500,3.99,2596.45,360.0,418000.0,820,2400.0,0,0,0,1,5,0,0,0,0,1
46500,4.375,784.51,360.0,48000.0,587,2880.0,0,0,0,0,4,0,0,0,0,0
266500,3.99,2596.45,360.0,408000.0,628,4620.0,0,0,0,0,3,0,1,0,0,1
556500,3.625,20015.0,360.0,698000.0,752,14160.0,0,0,0,0,3,0,0,0,0,0
76500,3.875,2493.75,180.0,178000.0,886,2940.0,0,0,0,0,5,1,0,0,0,0
126500,4.5,2440.0,360.0,218000.0,623,4320.0,0,1,0,0,4,0,0,0,0,0
486500,3.99,2596.45,240.0,538000.0,680,13680.0,0,0,0,1,3,1,0,0,0,1
546500,3.99,2596.45,360.0,748000.0,825,9120.0,0,0,0,0,3,2,0,0,0,1
356500,3.625,1229.5,360.0,518000.0,882,6600.0,0,0,0,0,2,1,0,0,0,0
126500,3.99,3810.0,360.0,428000.0,617,1440.0,0,0,0,0,4,0,0,0,0,0
216500,3.49,0.0,360.0,268000.0,813,6480.0,0,0,0,0,1,0,1,0,0,0
216500,3.375,2799.0,360.0,398000.0,800,7320.0,0,0,0,0,3,1,0,0,0,0
166500,4.625,2596.45,360.0,188000.0,811,1920.0,0,0,0,0,6,0,1,0,0,0
116500,3.625,2791.5,360.0,158000.0,506,2760.0,0,0,0,0,3,1,1,0,0,0
376500,3.875,397.88,360.0,408000.0,851,5760.0,0,0,0,0,2,0,0,0,0,0
306500,3.99,2596.45,360.0,298000.0,844,5400.0,0,0,0,0,4,1,0,0,0,1
326500,3.99,2596.45,360.0,418000.0,734,3000.0,0,0,0,1,2,1,0,0,0,1
336500,3.625,0.0,360.0,378000.0,547,5760.0,0,0,0,0,0,0,1,0,0,0
576500,3.99,2596.45,360.0,768000.0,608,6360.0,0,0,0,0,3,2,0,0,0,1
726500,4.18,6000.0,360.0,928000.0,696,15840.0,0,0,0,0,2,0,0,0,0,0
406500,3.99,2596.45,360.0,488000.0,712,12600.0,0,0,0,0,3,1,0,2,0,1
316500,4.56,7542.0,360.0,378000.0,804,3180.0,0,0,0,0,5,1,0,0,0,0
446500,3.99,0.0,240.0,1248000.0,866,10560.0,0,0,0,0,5,1,0,0,0,0
396500,3.99,2596.45,360.0,1008000.0,867,10920.0,0,1,0,0,4,0,0,0,0,1
106500,3.99,4256.75,240.0,168000.0,785,4500.0,0,0,0,0,5,1,0,0,0,0
286500,3.25,5918.04,240.0,428000.0,673,5640.0,0,0,0,0,1,1,1,0,0,0
366500,4.0,2596.45,360.0,388000.0,879,4800.0,0,0,0,0,1,0,0,0,0,0
256500,4.25,5691.5,360.0,398000.0,684,5100.0,0,0,0,0,1,1,0,0,0,0
286500,3.875,6190.0,360.0,368000.0,816,6060.0,0,0,0,0,2,0,0,0,0,0
366500,3.99,4322.71,324.0,528000.0,812,7440.0,0,0,0,0,2,1,0,0,0,0
96500,3.99,2596.45,180.0,158000.0,702,3300.0,0,0,0,0,5,0,0,0,0,1
386500,3.99,2596.45,360.0,468000.0,690,4680.0,0,0,0,0,4,1,0,0,0,1
186500,3.625,26.92,360.0,208000.0,887,5760.0,0,0,0,0,6,1,0,0,0,0
336500,2.75,4580.77,360.0,668000.0,747,5760.0,0,0,0,0,6,1,0,0,0,0
496500,4.18,1077.68,360.0,738000.0,536,5280.0,0,0,0,0,2,1,0,0,0,0
276500,3.99,2596.45,300.0,398000.0,639,4920.0,0,0,0,1,3,1,0,0,0,1
286500,3.875,6712.19,360.0,298000.0,681,6900.0,0,0,0,0,3,1,0,0,0,0
226500,3.5,4719.92,360.0,258000.0,682,5940.0,0,0,0,0,6,0,0,0,0,0
276500,3.99,0.0,360.0,288000.0,767,4860.0,0,0,0,0,1,1,1,0,0,0
406500,4.375,5583.66,360.0,588000.0,878,4380.0,0,0,0,0,5,1,0,0,0,0
336500,4.99,2445.0,360.0,1328000.0,685,10440.0,0,1,0,0,4,1,0,2,0,0
376500,4.375,3100.0,360.0,618000.0,581,5040.0,0,0,0,0,3,1,0,0,0,0
356500,3.625,1331.5,360.0,718000.0,688,4800.0,0,0,0,0,2,1,0,0,0,0
436500,3.75,0.0,360.0,728000.0,585,10740.0,0,0,1,0,2,0,0,0,0,0
466500,3.99,2596.45,360.0,548000.0,622,0.0,0,0,0,0,3,0,1,0,0,1
256500,3.25,9734.78,360.0,318000.0,787,6060.0,0,0,0,0,1,0,1,0,0,0
576500,3.75,0.0,360.0,648000.0,575,7020.0,0,1,0,0,2,1,0,0,0,0
376500,3.875,0.0,360.0,398000.0,890,9540.0,0,0,0,0,4,1,0,0,0,0
96500,4.75,2833.38,360.0,108000.0,676,3840.0,0,0,0,0,4,0,0,1,0,0
286500,2.99,2798.81,360.0,328000.0,554,5760.0,0,0,0,0,5,1,0,0,0,0
486500,4.125,354.8,360.0,628000.0,866,6240.0,0,0,1,0,3,1,0,0,0,0
466500,3.99,2596.45,360.0,828000.0,821,5760.0,0,0,0,0,3,1,0,0,0,1
586500,4.56,1943.64,324.0,738000.0,598,11760.0,0,1,0,0,3,0,0,0,0,0
376500,4.75,1612.75,360.0,818000.0,744,13260.0,0,0,0,0,4,1,0,0,0,0
436500,4.0,0.0,360.0,748000.0,575,5340.0,0,0,0,0,3,1,0,0,0,0
206500,3.99,6250.0,360.0,258000.0,572,5820.0,0,0,0,0,4,0,0,0,0,0
336500,3.875,1250.0,360.0,448000.0,761,5760.0,0,0,0,0,4,0,0,0,0,0
446500,4.25,9540.63,360.0,718000.0,797,4860.0,0,0,1,0,5,0,0,0,0,0
236500,4.56,873.51,360.0,398000.0,851,7680.0,0,0,0,0,4,1,0,0,0,0
356500,3.125,0.0,180.0,818000.0,818,5100.0,0,0,0,0,2,0,0,0,0,0
296500,4.125,4512.5,360.0,418000.0,621,5880.0,0,0,0,0,3,0,0,0,0,0
406500,3.125,2452.3,180.0,638000.0,648,7440.0,0,0,0,0,3,1,0,0,0,0
176500,3.5,3437.5,180.0,198000.0,675,6720.0,0,0,0,0,2,0,0,0,0,0
726500,4.25,0.0,360.0,1168000.0,753,12120.0,0,0,0,0,1,1,0,0,0,0
306500,4.25,1045.0,360.0,508000.0,704,2820.0,0,0,0,0,4,1,0,0,0,0
516500,3.99,2596.45,300.0,418000.0,842,10560.0,0,1,0,0,1,0,0,0,0,1
306500,4.56,0.0,360.0,318000.0,598,3420.0,0,0,0,0,2,1,0,0,0,0
76500,3.99,2596.45,300.0,418000.0,814,2400.0,0,0,0,0,3,2,0,0,0,1
386500,3.75,750.0,240.0,448000.0,712,10680.0,0,0,0,0,4,0,0,0,0,0
156500,3.99,2596.45,180.0,228000.0,762,7980.0,0,0,0,0,4,1,0,0,0,1
96500,5.125,3138.0,360.0,148000.0,637,2760.0,0,0,0,0,3,1,0,0,0,0
226500,2.875,5417.5,180.0,278000.0,526,9360.0,0,0,0,0,3,1,0,0,0,0
386500,4.375,595.0,360.0,408000.0,823,5220.0,0,1,0,0,3,2,0,0,0,0
406500,4.5,5000.0,360.0,508000.0,855,6180.0,0,0,0,0,2,1,0,0,0,0
326500,3.99,2596.45,360.0,318000.0,558,9000.0,0,0,0,0,5,1,0,0,0,1
486500,4.375,0.0,360.0,528000.0,532,6180.0,0,0,0,0,1,1,0,0,0,0
